Country,Code,Year,Growth,Health,Education,Capital,Trade,Income,CPI
France,FRA,1988,4.576565275,NA,9.617739677,23.23647256,41.07563231,High income,NA
Germany,DEU,1988,4.031600175,NA,NA,23.10867828,42.66626056,High income,NA
Hungary,HUN,1988,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1988,4.523539454,NA,6.776410103,26.59217649,39.61323472,High income,NA
Italy,ITA,1988,4.129674151,NA,NA,22.32097883,35.21889144,High income,NA
Latvia,LVA,1988,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1988,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1988,7.079447527,NA,NA,24.90765614,183.9298929,High income,NA
Netherlands,NLD,1988,2.101315542,NA,10.53046989,24.13447102,100.4997772,High income,NA
Poland,POL,1988,NA,NA,NA,NA,NA,High income,NA
Portugal,PRT,1988,7.19921054,NA,8.996930122,30.45500815,63.19156856,High income,NA
Romania,ROU,1988,NA,NA,NA,NA,NA,Upper middle income,NA
Slovak Republic,SVK,1988,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1988,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1988,4.828815078,NA,9.615260124,25.17963761,36.75434858,High income,NA
Sweden,SWE,1988,1.85581618,NA,NA,27.26413423,59.4408364,High income,NA
United Kingdom,GBR,1988,5.479494769,NA,10.78651047,25.20068202,46.16932009,High income,NA
Austria,AUT,1989,3.429486287,NA,11.28604031,26.54096024,70.50837034,High income,NA
Belgium,BEL,1989,3.307604816,NA,NA,23.56243705,124.0119132,High income,NA
Bulgaria,BGR,1989,-3.904216208,NA,NA,33.10905728,94.57897077,Upper middle income,NA
Croatia,HRV,1989,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1989,5.906015641,NA,NA,30.89192911,111.3341264,High income,NA
Czech Republic,CZE,1989,NA,NA,NA,NA,NA,High income,NA
Denmark,DNK,1989,-0.375310217,NA,11.18605995,21.32320191,67.04493181,High income,NA
Estonia,EST,1989,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1989,2.862364246,NA,11.45681,31.98338163,47.85346041,High income,NA
France,FRA,1989,3.226181802,NA,9.529540062,24.15268236,43.67534787,High income,NA
Germany,DEU,1989,2.772112786,NA,NA,24.0756209,45.36462533,High income,NA
Hungary,HUN,1989,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1989,2.941510322,NA,7.18171978,26.8586544,40.78385531,High income,NA
Italy,ITA,1989,3.00812603,NA,NA,22.07359858,37.16651675,High income,NA
Latvia,LVA,1989,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1989,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1989,8.448239658,NA,NA,24.5936558,185.9914688,High income,NA
Netherlands,NLD,1989,3.977713031,NA,NA,24.90178831,106.5831502,High income,NA
Poland,POL,1989,NA,NA,NA,NA,NA,High income,NA
Portugal,PRT,1989,8.547004333,NA,9.863360405,28.27883254,64.8608141,High income,NA
Romania,ROU,1989,NA,NA,NA,NA,NA,Upper middle income,NA
Slovak Republic,SVK,1989,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1989,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1989,5.332037967,NA,10.31713009,26.49799854,37.41871194,High income,NA
Sweden,SWE,1989,1.353703127,NA,NA,30.03692439,60.13229237,High income,NA
United Kingdom,GBR,1989,1.142877438,NA,11.13731956,25.83574182,47.45449554,High income,NA
Austria,AUT,1990,4.133894398,NA,11.51311016,26.76031985,71.45815495,High income,NA
Belgium,BEL,1990,2.672356491,NA,NA,24.38422049,120.5696727,High income,NA
Bulgaria,BGR,1990,-16.73354158,NA,NA,25.58877829,69.84706085,Upper middle income,NA
Croatia,HRV,1990,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1990,7.353482682,NA,NA,27.04542752,108.6082087,High income,NA
Czech Republic,CZE,1990,NA,NA,NA,24.23870611,63.8063916,High income,NA
Denmark,DNK,1990,1.297194616,NA,NA,20.79838047,67.29019808,High income,NA
Estonia,EST,1990,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1990,-1.837501078,NA,12.07530975,30.11866828,45.81584441,High income,NA
France,FRA,1990,2.154533867,NA,9.68941021,24.2925034,42.42523571,High income,NA
Germany,DEU,1990,4.751157898,NA,NA,24.65069994,46.01419185,High income,NA
Hungary,HUN,1990,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1990,1.008831688,NA,7.198430061,27.55676755,40.12830713,High income,NA
Italy,ITA,1990,1.981618347,NA,NA,22.30079181,36.43326358,High income,NA
Latvia,LVA,1990,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1990,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1990,3.912266545,NA,NA,25.31559089,182.8689486,High income,NA
Netherlands,NLD,1990,1.633446541,NA,10.96805954,24.3817012,104.5682244,High income,NA
Poland,POL,1990,NA,NA,NA,25.58373572,45.27967601,High income,NA
Portugal,PRT,1990,5.537394338,NA,10.26243973,27.70678465,65.04750856,High income,NA
Romania,ROU,1990,NA,NA,NA,30.24828069,42.90709873,Upper middle income,NA
Slovak Republic,SVK,1990,NA,NA,NA,32.80662843,58.34167498,High income,NA
Slovenia,SVN,1990,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1990,4.574814556,NA,10.11695004,26.65731022,35.64299658,High income,NA
Sweden,SWE,1990,-1.13254728,NA,8.337030411,29.46053225,56.85681134,High income,NA
United Kingdom,GBR,1990,0.054291399,NA,11.16559982,22.96464253,47.02832926,High income,NA
Austria,AUT,1991,1.646307044,NA,11.75020981,26.96911034,70.01847249,High income,NA
Belgium,BEL,1991,1.593667111,NA,NA,22.87578178,117.7127732,High income,NA
Bulgaria,BGR,1991,-18.21335981,NA,NA,22.59764186,82.68238762,Upper middle income,NA
Croatia,HRV,1991,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1991,-0.173545441,NA,NA,25.84215003,104.1799049,High income,NA
Czech Republic,CZE,1991,NA,NA,NA,22.19090523,71.61825999,High income,NA
Denmark,DNK,1991,0.382330232,NA,10.60130024,19.61156632,69.14651716,High income,NA
Estonia,EST,1991,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1991,-9.919413557,NA,12.85859966,24.07258343,43.45691221,High income,NA
France,FRA,1991,0.233463572,NA,10.06252956,23.48584283,42.66692917,High income,NA
Germany,DEU,1991,3.22817718,NA,NA,25.58798582,47.97455374,High income,NA
Hungary,HUN,1991,NA,NA,NA,20.95097221,58.27104579,High income,NA
Greece,GRC,1991,3.132377614,NA,6.292029858,28.40504353,38.59278732,High income,NA
Italy,ITA,1991,1.808533705,NA,NA,21.94532827,33.98245063,High income,NA
Latvia,LVA,1991,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1991,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1991,7.176171656,NA,NA,27.05897562,183.6907277,High income,NA
Netherlands,NLD,1991,2.190891527,NA,10.71916962,23.46699858,105.6502525,High income,NA
Poland,POL,1991,NA,NA,NA,19.88441647,44.1824854,High income,NA
Portugal,PRT,1991,6.099957853,NA,11.01051044,25.72535995,60.35912871,High income,NA
Romania,ROU,1991,-6.177897672,NA,NA,28.0457371,39.13516947,Upper middle income,NA
Slovak Republic,SVK,1991,NA,NA,NA,30.86437795,89.90857518,High income,NA
Slovenia,SVN,1991,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1991,3.075623672,NA,10.00685978,25.84360525,35.5113419,High income,NA
Sweden,SWE,1991,-2.163901697,NA,8.430029869,24.95197419,52.04747538,High income,NA
United Kingdom,GBR,1991,-0.431497889,NA,10.9114399,19.59018489,44.16095411,High income,NA
Austria,AUT,1992,0.783164857,NA,11.75971031,26.27245363,67.60106394,High income,NA
Belgium,BEL,1992,1.841822914,NA,NA,22.62764576,114.2157113,High income,NA
Bulgaria,BGR,1992,-1.960540637,NA,NA,19.88894422,100.0498008,Upper middle income,NA
Croatia,HRV,1992,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1992,5.224043841,NA,NA,28.69895942,110.0970073,High income,NA
Czech Republic,CZE,1992,NA,NA,NA,25.29611782,78.89511605,High income,NA
Denmark,DNK,1992,3.095118869,NA,NA,18.93958271,67.00190896,High income,NA
Estonia,EST,1992,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1992,-5.319413896,NA,11.4066,21.05194928,50.20034884,High income,NA
France,FRA,1992,1.697548295,NA,9.621479988,21.84685457,41.65718865,High income,NA
Germany,DEU,1992,1.541988334,NA,NA,24.95835594,45.05002006,High income,NA
Hungary,HUN,1992,NA,NA,NA,16.4675032,55.35592533,High income,NA
Greece,GRC,1992,0.168602555,NA,NA,25.40976935,38.82259294,High income,NA
Italy,ITA,1992,0.162148627,NA,NA,21.3212649,35.02089558,High income,NA
Latvia,LVA,1992,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1992,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1992,-1.992548728,NA,NA,23.53652793,177.7691417,High income,NA
Netherlands,NLD,1992,-0.056924702,NA,NA,23.45804164,102.5241651,High income,NA
Poland,POL,1992,10.36463464,NA,NA,15.15149784,41.3942877,High income,NA
Portugal,PRT,1992,3.825172374,NA,10.57794952,24.93309214,56.30032653,High income,NA
Romania,ROU,1992,-10.54738909,NA,NA,31.40549327,63.99024746,Upper middle income,NA
Slovak Republic,SVK,1992,NA,NA,NA,28.53084293,136.2035291,High income,NA
Slovenia,SVN,1992,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1992,0.770306476,NA,9.706110001,23.90552781,36.01253333,High income,NA
Sweden,SWE,1992,-3.488345381,NA,8.012220383,22.9436038,51.72450977,High income,NA
United Kingdom,GBR,1992,1.920137307,NA,11.19357014,18.83030808,45.127821,High income,NA
Austria,AUT,1993,-0.763263192,NA,11.0731802,25.31336706,63.23820413,High income,NA
Belgium,BEL,1993,0.131366554,NA,10.17572975,21.96598318,108.2016635,High income,NA
Bulgaria,BGR,1993,-1.034450159,NA,NA,15.28203413,84.04148545,Upper middle income,NA
Croatia,HRV,1993,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1993,-2.064929622,NA,NA,24.08770256,95.41637535,High income,NA
Czech Republic,CZE,1993,NA,NA,NA,26.36788076,79.13457296,High income,NA
Denmark,DNK,1993,-0.316803198,NA,13.87736988,17.37791152,65.60498715,High income,NA
Estonia,EST,1993,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1993,-0.95046983,NA,12.44587994,18.57302794,58.13779913,High income,NA
France,FRA,1993,-0.713875568,NA,10.48540974,19.43645268,39.57152709,High income,NA
Germany,DEU,1993,-2.17706841,NA,9.65102005,23.61167825,40.64430528,High income,NA
Hungary,HUN,1993,NA,NA,NA,20.44011293,53.47490301,High income,NA
Greece,GRC,1993,-1.90125038,NA,NA,24.18197021,37.02589861,High income,NA
Italy,ITA,1993,-1.732840742,NA,8.716790199,18.85448953,37.87529923,High income,NA
Latvia,LVA,1993,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1993,NA,NA,47.27873993,NA,NA,High income,NA
Luxembourg,LUX,1993,3.642255426,NA,NA,23.71281655,176.6679499,High income,NA
Netherlands,NLD,1993,1.289475159,NA,9.4874897,21.39089009,99.45281903,High income,NA
Poland,POL,1993,18.83119148,NA,NA,15.53395726,40.52218388,High income,NA
Portugal,PRT,1993,-2.085431931,NA,10.52330971,22.13399328,54.16854015,High income,NA
Romania,ROU,1993,3.871767086,NA,NA,28.92771938,51.00370337,Upper middle income,NA
Slovak Republic,SVK,1993,NA,NA,NA,26.21654319,114.8001031,High income,NA
Slovenia,SVN,1993,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1993,-1.667740525,NA,10.02190018,21.32044775,36.99307769,High income,NA
Sweden,SWE,1993,-5.035705637,NA,8.153800011,18.94860326,59.24059944,High income,NA
United Kingdom,GBR,1993,2.677094532,NA,NA,18.37508903,48.48025705,High income,NA
Austria,AUT,1994,2.028365489,NA,NA,26.15151756,65.95853543,High income,NA
Belgium,BEL,1994,3.81098426,NA,10.2769804,22.04698771,112.388937,High income,NA
Bulgaria,BGR,1994,6.32852124,NA,NA,9.391171994,90.72012938,Upper middle income,NA
Croatia,HRV,1994,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1994,2.867707606,NA,NA,25.51565377,95.77615161,High income,NA
Czech Republic,CZE,1994,2.89218679,NA,NA,29.67272491,75.6995856,High income,NA
Denmark,DNK,1994,5.016373849,NA,13.47953033,18.73448332,67.78057881,High income,NA
Estonia,EST,1994,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1994,6.833221425,NA,11.41804028,19.75365768,62.41516834,High income,NA
France,FRA,1994,1.822272645,NA,10.58442974,20.20643236,41.47511896,High income,NA
Germany,DEU,1994,1.993612846,NA,9.462630272,23.83272596,42.07295019,High income,NA
Hungary,HUN,1994,3.771151409,NA,NA,22.73071258,56.37038735,High income,NA
Greece,GRC,1994,2.232268857,NA,NA,22.78915455,36.16312189,High income,NA
Italy,ITA,1994,1.880728667,NA,8.239609718,18.79039457,40.57938711,High income,NA
Latvia,LVA,1994,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1994,NA,NA,21.93460083,NA,NA,High income,NA
Luxembourg,LUX,1994,-0.919452794,NA,NA,22.43163969,180.9506038,High income,NA
Netherlands,NLD,1994,3.70274788,NA,9.494959831,21.63885107,103.4831372,High income,NA
Poland,POL,1994,22.28443546,NA,NA,17.60208573,40.73982536,High income,NA
Portugal,PRT,1994,0.506550508,NA,10.9102602,22.93889141,57.17028365,High income,NA
Romania,ROU,1994,5.572252086,NA,NA,24.80913473,51.86707007,Upper middle income,NA
Slovak Republic,SVK,1994,NA,NA,NA,22.30161526,111.132165,High income,NA
Slovenia,SVN,1994,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1994,0.07288028,NA,10.24135971,21.50715385,41.69560426,High income,NA
Sweden,SWE,1994,6.532982138,NA,NA,20.25603735,64.92682723,High income,NA
United Kingdom,GBR,1994,5.715134967,NA,11.88866043,19.37551531,50.56172182,High income,NA
Austria,AUT,1995,2.365922035,NA,10.50611973,26.83444054,68.22728772,High income,NA
Belgium,BEL,1995,1.448158242,NA,5.826600075,21.82464636,115.5113654,High income,NA
Bulgaria,BGR,1995,4.495146518,NA,NA,15.698595,101.8271665,Upper middle income,NA
Croatia,HRV,1995,NA,NA,NA,16.83901851,63.50587939,Upper middle income,NA
Cyprus,CYP,1995,1.838125871,NA,NA,26.98226722,134.387383,High income,NA
Czech Republic,CZE,1995,3.645752876,NA,NA,33.73229613,83.8949552,High income,NA
Denmark,DNK,1995,2.963687806,NA,13.14820957,20.68639814,68.51458249,High income,NA
Estonia,EST,1995,NA,NA,NA,28.66431595,143.1995382,High income,NA
Finland,FIN,1995,9.63548722,NA,11.90163994,20.3427493,64.06915865,High income,NA
France,FRA,1995,1.808870048,NA,11.0101099,20.40103937,43.27202284,High income,NA
Germany,DEU,1995,1.488082952,NA,9.571590424,23.74110002,43.5447211,High income,NA
Hungary,HUN,1995,0.577382576,NA,NA,23.14994791,78.26407178,High income,NA
Greece,GRC,1995,1.420885875,NA,NA,22.47159269,37.1078808,High income,NA
Italy,ITA,1995,3.206407256,NA,8.595170021,19.81326792,45.82498548,High income,NA
Latvia,LVA,1995,NA,NA,NA,15.89953592,73.87676271,High income,NA
Lithuania,LTU,1995,NA,NA,20.65736008,22.74038674,84.91689777,High income,NA
Luxembourg,LUX,1995,1.207000498,NA,NA,20.94719818,184.615135,High income,NA
Netherlands,NLD,1995,4.016856404,NA,9.719510078,21.85276372,108.3758272,High income,NA
Poland,POL,1995,11.04664874,NA,NA,19.67866126,43.67839435,High income,NA
Portugal,PRT,1995,3.19097341,NA,11.65087032,24.18085697,59.90703224,High income,NA
Romania,ROU,1995,3.994828477,NA,NA,23.57934881,55.95230321,Upper middle income,NA
Slovak Republic,SVK,1995,NA,NA,NA,26.41450086,111.238296,High income,NA
Slovenia,SVN,1995,NA,NA,NA,25.08097967,93.463301,High income,NA
Spain,ESP,1995,4.100401693,NA,10.63162994,22.36876193,44.83026623,High income,NA
Sweden,SWE,1995,5.775996311,NA,10.23042965,20.65352773,69.62712138,High income,NA
United Kingdom,GBR,1995,-5.214374523,NA,11.96907997,18.6372511,50.04573776,High income,NA
Austria,AUT,1996,2.079446301,NA,9.740949631,26.42182946,70.049613,High income,NA
Belgium,BEL,1996,0.628923495,NA,5.894609928,21.67063995,118.0600938,High income,NA
Bulgaria,BGR,1996,-2.866984167,NA,NA,0.298643898,104.3680076,Upper middle income,NA
Croatia,HRV,1996,10.12270172,NA,NA,20.10766616,67.98899544,Upper middle income,NA
Cyprus,CYP,1996,-0.899424198,NA,NA,24.64512041,140.851711,High income,NA
Czech Republic,CZE,1996,4.90858189,NA,9.484740257,35.59555903,81.49325044,High income,NA
Denmark,DNK,1996,2.639601227,NA,14.1424799,20.06371183,68.47128372,High income,NA
Estonia,EST,1996,NA,NA,19.87682915,29.1169955,134.0956354,High income,NA
Finland,FIN,1996,4.086179383,NA,11.84667015,20.24299432,65.73682148,High income,NA
France,FRA,1996,1.46716832,NA,10.86114025,19.51809047,43.93653441,High income,NA
Germany,DEU,1996,0.436837323,NA,8.320489883,22.73511151,44.99672952,High income,NA
Hungary,HUN,1996,-0.948378778,NA,9.59910965,24.84407082,83.18663317,High income,NA
Greece,GRC,1996,1.637177787,NA,NA,23.3538692,37.49623344,High income,NA
Italy,ITA,1996,2.134934898,NA,9.116140366,19.13715056,42.98283995,High income,NA
Latvia,LVA,1996,7.790132913,NA,NA,19.17034317,89.91709716,High income,NA
Lithuania,LTU,1996,11.43572733,NA,18.32267952,21.05712443,93.17435409,High income,NA
Luxembourg,LUX,1996,2.26513453,NA,8.68914032,19.54434211,190.4321811,High income,NA
Netherlands,NLD,1996,3.082920666,NA,8.866609573,22.72761934,109.128823,High income,NA
Poland,POL,1996,6.546062612,NA,16.79590988,21.70529333,45.47564827,High income,NA
Portugal,PRT,1996,2.126431599,NA,12.59257984,24.38100904,60.20822505,High income,NA
Romania,ROU,1996,1.232247813,NA,14.72865009,23.36720897,60.37946526,Upper middle income,NA
Slovak Republic,SVK,1996,2.04482253,NA,9.586700439,35.92071882,115.2232764,High income,NA
Slovenia,SVN,1996,3.056497844,NA,NA,24.73728266,93.62779023,High income,NA
Spain,ESP,1996,1.840641003,NA,10.70874977,22.0821243,46.32842342,High income,NA
Sweden,SWE,1996,0.600404874,NA,11.36322975,20.40527426,67.48877473,High income,NA
United Kingdom,GBR,1996,2.424629937,NA,11.75599003,18.84125537,51.30521833,High income,NA
Austria,AUT,1997,1.247730253,NA,NA,26.26536796,74.82842648,High income,NA
Belgium,BEL,1997,3.518233959,NA,NA,22.29530019,124.3666933,High income,NA
Bulgaria,BGR,1997,-5.220245549,NA,NA,8.868906636,87.39324111,Upper middle income,NA
Croatia,HRV,1997,5.59604885,NA,NA,25.62996663,75.5462765,Upper middle income,NA
Cyprus,CYP,1997,0.095909037,NA,NA,24.45152243,139.7649212,High income,NA
Czech Republic,CZE,1997,-1.710040253,NA,NA,32.31607296,85.07416815,High income,NA
Denmark,DNK,1997,2.247427012,NA,NA,22.0619145,71.16842868,High income,NA
Estonia,EST,1997,NA,NA,17.85774994,34.50601071,153.6804643,High income,NA
Finland,FIN,1997,7.618062889,NA,NA,21.76669255,68.26382994,High income,NA
France,FRA,1997,2.727154796,NA,NA,19.34780752,47.5813221,High income,NA
Germany,DEU,1997,1.041965375,NA,NA,22.7828925,49.60103503,High income,NA
Hungary,HUN,1997,3.366608588,NA,NA,26.31820855,94.75095081,High income,NA
Greece,GRC,1997,4.136463217,NA,NA,22.44088073,39.27422875,High income,NA
Italy,ITA,1997,2.342941895,NA,NA,19.26917469,44.68174713,High income,NA
Latvia,LVA,1997,10.45224268,NA,NA,21.33397378,88.47112154,High income,NA
Lithuania,LTU,1997,12.20683694,NA,16.7170105,24.5744442,100.0093754,High income,NA
Luxembourg,LUX,1997,4.360466136,NA,NA,21.13148393,210.5822636,High income,NA
Netherlands,NLD,1997,4.016751855,NA,NA,23.14576078,114.8826861,High income,NA
Poland,POL,1997,7.471448987,NA,NA,23.70222022,50.47384509,High income,NA
Portugal,PRT,1997,3.40827637,NA,NA,26.51055545,62.28731466,High income,NA
Romania,ROU,1997,-0.453425593,NA,NA,21.48031655,62.74022835,Upper middle income,NA
Slovak Republic,SVK,1997,6.668003196,NA,8.527830124,35.99748915,119.5408438,High income,NA
Slovenia,SVN,1997,5.225632369,NA,NA,25.90535053,96.32608339,High income,NA
Spain,ESP,1997,3.20726538,NA,NA,22.4832014,51.29225228,High income,NA
Sweden,SWE,1997,2.857865293,NA,NA,20.21685161,73.15428763,High income,NA
United Kingdom,GBR,1997,6.570706327,NA,NA,18.01167827,50.18354729,High income,NA
Austria,AUT,1998,3.194425431,NA,11.29195023,26.15568968,76.88426604,High income,75
Belgium,BEL,1998,1.833369741,NA,NA,22.41647391,123.4844957,High income,54
Bulgaria,BGR,1998,9.323830696,NA,8.951020241,18.49396235,79.15009601,Upper middle income,29
Croatia,HRV,1998,5.18281859,NA,NA,21.60661368,65.76340439,Upper middle income,NA
Cyprus,CYP,1998,15.93889567,NA,NA,19.37066375,134.9106801,High income,NA
Czech Republic,CZE,1998,2.424436437,NA,8.636710167,30.33154754,84.68860957,High income,48
Denmark,DNK,1998,1.999257253,NA,14.63436985,22.65511961,71.29911938,High income,100
Estonia,EST,1998,NA,NA,16.16828918,33.86648966,158.4289651,High income,57
Finland,FIN,1998,5.732086253,NA,NA,23.03085179,67.018325,High income,96
France,FRA,1998,3.729052892,NA,10.81140995,20.57579763,49.0057228,High income,67
Germany,DEU,1998,2.036593941,NA,9.339010239,23.33980765,51.58287212,High income,79
Hungary,HUN,1998,4.630540785,NA,8.699799538,28.85381693,107.2099851,High income,50
Greece,GRC,1998,2.853690277,NA,6.406680107,25.17549987,42.26828025,High income,49
Italy,ITA,1998,1.95130513,NA,9.238900185,19.48906186,45.20998028,High income,46
Latvia,LVA,1998,10.21179247,NA,15.66432953,25.9701443,90.44365087,High income,27
Lithuania,LTU,1998,9.034603885,NA,16.61293983,24.33564427,89.6518082,High income,NA
Luxembourg,LUX,1998,-1.204177554,NA,NA,23.34013852,232.8900888,High income,87
Netherlands,NLD,1998,2.982337354,NA,10.42632008,23.22977537,113.3449777,High income,90
Poland,POL,1998,5.989980004,NA,11.27880955,25.18162123,56.66054525,High income,46
Portugal,PRT,1998,5.194431086,NA,NA,28.3019847,63.8106832,High income,65
Romania,ROU,1998,3.460543336,NA,NA,18.49889554,53.47724912,Upper middle income,30
Slovak Republic,SVK,1998,3.082548173,NA,NA,35.09649114,103.9221944,High income,39
Slovenia,SVN,1998,3.449387508,NA,NA,26.91505648,96.77501823,High income,NA
Spain,ESP,1998,4.700474334,NA,10.4872303,23.79963974,52.86422329,High income,61
Sweden,SWE,1998,4.483284919,NA,12.69548988,21.3364029,75.74384605,High income,95
United Kingdom,GBR,1998,6.336320498,NA,12.24975967,18.6262866,48.26150548,High income,87
Austria,AUT,1999,1.958423556,NA,12.15056992,26.1463519,78.21307155,High income,76
Belgium,BEL,1999,2.29600777,NA,NA,22.71269234,123.9972403,High income,53
Bulgaria,BGR,1999,-4.404037528,NA,NA,19.33142249,90.95776967,Upper middle income,33
Croatia,HRV,1999,-4.874315117,NA,NA,21.26234591,66.96769428,Upper middle income,27
Cyprus,CYP,1999,-5.748442254,NA,13.90412045,20.17561689,131.2116346,High income,NA
Czech Republic,CZE,1999,0.049690378,NA,8.998749733,29.16232797,86.26125292,High income,46
Denmark,DNK,1999,2.373370824,NA,14.54370975,20.88776589,72.69719964,High income,100
Estonia,EST,1999,NA,NA,16.50725937,27.45762705,144.8717633,High income,57
Finland,FIN,1999,4.386480069,NA,11.76006031,22.40177115,66.23622196,High income,98
France,FRA,1999,3.617019785,NA,10.84447956,21.25527018,49.23300565,High income,66
Germany,DEU,1999,1.852048877,NA,NA,23.47380962,53.3694452,High income,80
Hungary,HUN,1999,1.773573474,NA,9.386130333,27.43175672,113.7262081,High income,52
Greece,GRC,1999,1.11032707,NA,6.560050011,24.149708,47.37759844,High income,49
Italy,ITA,1999,1.692191716,NA,9.549469948,20.004712,44.72517056,High income,47
Latvia,LVA,1999,5.25030585,NA,14.09593964,22.40230276,79.87143765,High income,34
Lithuania,LTU,1999,1.112613293,NA,NA,21.34311554,74.81266933,High income,38
Luxembourg,LUX,1999,8.091553929,NA,NA,23.18200259,239.2169278,High income,88
Netherlands,NLD,1999,5.938360556,NA,10.48554993,23.8203829,115.1362701,High income,90
Poland,POL,1999,4.022634749,NA,10.89190006,25.46373241,54.02153911,High income,42
Portugal,PRT,1999,3.701714279,NA,11.85663033,29.01485576,63.29318291,High income,67
Romania,ROU,1999,0.344526108,NA,NA,15.86913341,59.92656734,Upper middle income,33
Slovak Republic,SVK,1999,-1.326221123,NA,8.593270302,29.30403734,99.35648551,High income,37
Slovenia,SVN,1999,5.902187299,NA,NA,28.85535836,92.62910415,High income,60
Spain,ESP,1999,3.837270913,NA,10.69392014,25.42485816,54.73805181,High income,66
Sweden,SWE,1999,3.369525706,NA,12.42780972,21.62755032,76.0093822,High income,94
United Kingdom,GBR,1999,1.837234491,NA,11.79452038,18.0644027,48.76418377,High income,86
Austria,AUT,2000,3.571170472,9.22142994,11.03322029,25.9594091,85.30957956,High income,77
Belgium,BEL,2000,2.667431766,7.94200339,NA,23.78182339,141.0790715,High income,61
Bulgaria,BGR,2000,11.40077755,5.8708527,NA,19.19781524,78.32361937,Upper middle income,35
Croatia,HRV,2000,5.935185207,7.66469802,NA,20.15082908,76.05694432,Upper middle income,37
Cyprus,CYP,2000,2.758668593,5.312016,14.26830959,20.80614559,137.4964135,High income,NA
Czech Republic,CZE,2000,2.417166434,5.73385062,9.073530197,31.40788428,98.2331208,High income,43
Denmark,DNK,2000,1.632240222,8.1043807,15.34414959,22.35151992,82.98395071,High income,98
Estonia,EST,2000,NA,5.16448435,14.81044006,28.84351217,126.5135312,High income,57
Finland,FIN,2000,5.22911575,6.83650274,12.17092037,23.89385077,74.99431239,High income,100
France,FRA,2000,2.053639161,9.5411273,10.78995037,22.38634137,55.25936459,High income,67
Germany,DEU,2000,1.468111075,9.83968665,NA,23.92325937,61.3899966,High income,76
Hungary,HUN,2000,4.561834527,6.77932589,10.32361031,28.30316147,136.9903717,High income,52
Greece,GRC,2000,4.344169365,7.2433243,6.957769871,25.82568675,58.41567754,High income,49
Italy,ITA,2000,1.950208377,7.58037235,9.448470116,20.71743579,50.47451867,High income,46
Latvia,LVA,2000,10.2767859,7.9132163,14.60147953,24.72433998,81.75290783,High income,34
Lithuania,LTU,2000,7.034054469,5.82726171,NA,18.75880005,83.27429474,High income,41
Luxembourg,LUX,2000,1.573372803,5.90140125,NA,22.26529186,271.9509664,High income,86
Netherlands,NLD,2000,3.70616755,7.05640527,11.07563019,23.04038959,126.4519786,High income,89
Poland,POL,2000,5.214029232,5.29816661,11.89871979,24.63187655,60.79070241,High income,41
Portugal,PRT,2000,-0.211953111,8.3748018,12.10435963,28.76434253,67.42339013,High income,64
Romania,ROU,2000,3.695985335,4.18793437,8.187580109,19.82041284,70.71250429,Upper middle income,29
Slovak Republic,SVK,2000,3.368724161,5.3125979,7.442820072,27.59632314,110.6994317,High income,35
Slovenia,SVN,2000,0.374792821,7.78388001,NA,28.52063992,103.6791227,High income,55
Spain,ESP,2000,3.41220503,6.8160619,10.68445015,26.5794971,60.23783366,High income,70
